date, pm25, pm10, o3, no2, so2
2018/10/22, 2, 30, 16, 18, 
2018/10/23, 3, 16, 22, 12, 
2018/10/24, 2, 17, 15, 17, 
2018/10/25, 3, 20, 13, 11, 
2018/10/26, 2, 8, 19, 9, 
2018/10/27, 1, 2, 15, 7, 
2018/10/29, 1, 8, 10, 10, 
2018/10/30, 1, 3, 11, 9, 
2018/10/31, 1, 11, 3, 17, 
2018/11/1, 4, 11, 19, 16, 
2018/11/2, 4, 12, 9, 17, 
2018/11/3, 3, 16, 17, 10, 
2018/11/4, 2, 22, 9, 9, 
2018/11/5, 3, 27, 2, 13, 
2018/11/6, 5, 20, 11, 19, 
2018/11/7, 5, 18, 12, 22, 
2018/11/8, 3, 12, 18, 14, 
2018/11/9, 2, 26, 7, 15, 
2018/11/10, 4, 21, 6, 14, 
2018/11/11, 3, 12, 17, 13, 
2018/11/12, 3, 16, 3, 17, 
2018/11/13, 4, 11, 15, 19, 
2018/11/14, 4, 14, 7, 16, 
2018/11/15, 2, 14, 5, 13, 
2018/11/16, 2, 16, 7, 10, 
2018/11/17, 2, 20, 13, 8, 
2018/11/18, 3, 19, 12, 10, 
2018/11/19, 3, 22, 16, 10, 
2018/11/20, 3, 27, 11, 10, 
2018/11/21, 4, 32, 1, 16, 
2018/11/22, 4, 34, , 17, 
2018/11/23, 6, 18, , 15, 
2018/11/24, 5, 13, 9, 15, 
2018/11/25, 4, 16, 2, 14, 
2018/11/26, 4, 13, 1, 14, 
2018/11/27, 3, 9, 1, 13, 
2018/11/28, 2, 15, 2, 15, 
2018/11/29, 3, 24, 1, 16, 1
2018/11/30, 6, 23, 18, 19, 1
2018/12/1, 6, 10, 13, 12, 
2018/12/2, 2, 6, 19, 7, 
2018/12/3, 2, 2, 33, 4, 
2018/12/4, 1, 3, 27, 7, 
2018/12/5, 1, 15, 9, 17, 
2018/12/6, 3, 9, 15, 15, 
2018/12/7, 2, 5, 26, 8, 
2018/12/8, 1, 3, 29, 3, 
2018/12/9, 1, 2, 32, 2, 
2018/12/10, 1, 3, 24, 8, 
2018/12/11, 1, 8, 16, 20, 
2018/12/12, 2, 13, 10, 19, 
2018/12/13, 3, 10, 16, 11, 
2018/12/14, 2, 19, 12, 11, 
2018/12/15, 3, 23, 12, 13, 
2018/12/16, 3, 17, 14, 17, 
2018/12/17, 3, 12, 7, 18, 
2018/12/18, 3, 14, 1, 22, 
2018/12/19, 3, 17, 11, 23, 
2018/12/20, 4, 7, 21, 9, 
2018/12/21, 1, 3, 22, 7, 
2018/12/22, 1, 2, 25, 3, 
2018/12/23, 1, 3, 24, 4, 
2018/12/24, 1, 2, 23, 7, 
2018/12/25, 1, 11, 15, 11, 
2018/12/26, 2, 17, 11, 10, 
2018/12/27, 2, 20, 5, 14, 
2018/12/28, 3, 17, 14, 14, 
2018/12/29, 3, 18, 15, 10, 
2018/12/30, 2, 17, 7, 11, 
2018/12/31, 2, , , , 
2018/7/1, 1, 18, 63, 7, 
2018/7/2, 2, 12, 47, 9, 
2018/7/3, 1, 12, 54, 8, 
2018/7/4, 1, 8, 38, 9, 
2018/7/5, 1, 11, 32, 8, 
2018/7/6, 2, 20, 44, 8, 
2018/7/7, 2, 24, 57, 8, 
2018/7/8, 3, 13, 57, 8, 
2018/7/9, 1, 14, 42, 8, 
2018/7/10, 1, 12, 42, 5, 
2018/7/11, 1, 13, 51, 7, 
2018/7/12, 1, 15, 59, 9, 
2018/7/13, 2, 16, 62, 8, 
2018/7/14, 4, 8, 54, 3, 
2018/7/15, 2, 8, 61, 5, 
2018/7/16, 1, 11, 58, 9, 
2018/7/17, 1, 13, 65, 10, 
2018/7/18, 2, 18, 68, 8, 
2018/7/19, 2, 20, 62, 9, 
2018/7/20, 2, 6, 40, 3, 
2018/7/21, 1, 9, 45, 6, 
2018/7/22, 1, 15, 58, 7, 
2018/7/23, 2, 19, 67, 8, 
2018/7/24, 2, 18, 61, 9, 
2018/7/25, 2, 19, 53, 9, 
2018/7/26, 2, 17, 75, 10, 
2018/7/27, 3, 13, 42, 9, 
2018/7/28, 2, 11, 50, 7, 
2018/7/29, 2, 14, 53, 11, 
2018/7/30, 2, 16, 68, 11, 
2018/7/31, 2, 15, 73, 5, 
2018/8/1, 2, 12, 68, 5, 
2018/8/2, 1, 22, 66, 6, 
2018/8/3, 2, 25, 67, 9, 
2018/8/4, 3, 22, 82, 7, 
2018/8/5, 2, 19, 82, 7, 
2018/8/6, 2, 12, 60, 5, 
2018/8/7, 1, 12, 52, 6, 
2018/8/8, 1, 12, 47, 7, 
2018/8/9, 1, 5, 36, 6, 
2018/8/10, 1, 7, 37, 10, 
2018/8/11, 2, 7, 44, 8, 
2018/8/12, 1, 9, 38, 7, 
2018/8/13, 1, 4, 28, 4, 
2018/8/14, 1, 7, 39, 9, 
2018/8/15, 2, 11, 45, 13, 
2018/8/16, 2, 11, 45, 12, 
2018/8/17, 2, 11, 51, 7, 
2018/8/18, 2, 15, 65, 7, 
2018/8/19, 2, 17, 61, 11, 
2018/8/20, 2, 16, 60, 8, 
2018/8/21, 2, 15, 73, 7, 
2018/8/22, 2, 12, 52, 7, 
2018/8/23, 2, 8, 37, 5, 
2018/8/24, 1, 8, 23, 5, 
2018/8/25, 1, 4, 32, 5, 
2018/8/26, 1, 9, 35, 12, 
2018/8/27, 2, 13, 39, 12, 
2018/8/28, 2, 17, 38, 15, 
2018/8/29, 3, 10, 31, 7, 
2018/8/30, 1, 14, 20, 13, 
2018/8/31, 2, 12, 21, 8, 
2018/9/1, 2, 10, 22, 6, 
2018/9/2, 1, 11, 21, 11, 
2018/9/3, 2, 11, 39, 10, 
2018/9/4, 2, 16, 41, 15, 
2018/9/5, 3, 17, 41, 14, 
2018/9/6, 3, 12, 38, 7, 
2018/9/7, 2, 11, 41, 11, 
2018/9/8, 2, 13, 43, 14, 
2018/9/9, 3, 17, 44, 17, 
2018/9/10, 3, 20, 50, 17, 
2018/9/11, 3, 20, 51, 16, 
2018/9/12, 3, 15, 44, 9, 
2018/9/13, 2, 11, 38, 9, 
2018/9/14, 2, 15, 37, 8, 
2018/9/15, 2, 15, 33, 8, 
2018/9/16, 2, 19, 36, 15, 
2018/9/17, 3, 19, 35, 15, 
2018/9/18, 3, 17, 39, 16, 
2018/9/19, 3, 20, 43, 15, 
2018/9/20, 3, 17, 38, 10, 
2018/9/21, 2, 7, 34, 5, 
2018/9/22, 1, 5, 25, 2, 
2018/9/23, 1, 7, 28, 5, 
2018/9/24, 1, 13, 28, 7, 
2018/9/25, 1, 13, 22, 15, 
2018/9/26, 2, 21, 27, 22, 
2018/9/27, 4, 19, 43, 18, 
2018/9/28, 3, 18, 30, 5, 
2018/9/29, 1, 16, 37, 9, 
2018/9/30, 2, 14, 35, 9, 
2018/4/1, 1, 7, 34, 16, 1
2018/4/2, 2, 12, 32, 17, 1
2018/4/3, 2, 15, 37, 20, 1
2018/4/4, 3, 3, 34, 7, 
2018/4/5, 1, 11, 31, 13, 
2018/4/6, 2, 19, 33, 17, 1
2018/4/7, 3, 22, 39, 15, 
2018/4/8, 3, 25, 37, 21, 1
2018/4/9, 3, 16, 35, 12, 
2018/4/10, 2, 13, 42, 13, 
2018/4/11, 1, 12, 49, 14, 
2018/4/12, 2, 8, 42, 10, 
2018/4/13, 1, 10, 46, 15, 1
2018/4/14, 2, 14, 36, 14, 1
2018/4/15, 2, 11, 30, 12, 
2018/4/16, 2, 16, 43, 15, 
2018/4/17, 3, 15, 46, 12, 
2018/4/18, 2, 22, 51, 16, 
2018/4/19, 2, 20, 52, 17, 
2018/4/20, 2, 17, 64, 11, 
2018/4/21, 2, 16, 55, 9, 
2018/4/22, 2, 20, 37, 7, 
2018/4/23, 2, 14, 42, 6, 
2018/4/24, 1, 23, 37, 6, 
2018/4/25, 1, 11, 30, 7, 
2018/4/26, 1, 14, 39, 10, 
2018/4/27, 2, 16, 42, 8, 
2018/4/28, 2, 24, 42, 6, 
2018/4/29, 2, 7, 40, 4, 
2018/4/30, 1, 15, 30, 7, 
2018/5/1, 1, 14, 23, 11, 
2018/5/2, 1, 20, 32, 11, 
2018/5/3, 2, 26, 36, 7, 
2018/5/4, 2, 22, 44, 4, 
2018/5/5, 2, 24, 47, 6, 
2018/5/6, 2, 21, 50, 10, 
2018/5/7, 2, 20, 55, 11, 
2018/5/8, 2, 18, 47, 11, 
2018/5/9, 2, 8, 41, 4, 
2018/5/10, 1, 12, 42, 7, 
2018/5/11, 2, 13, 48, 10, 
2018/5/12, 2, 5, 38, 4, 
2018/5/13, 1, 6, 22, 6, 
2018/5/14, 1, 5, 36, 7, 
2018/5/15, 1, 9, 32, 9, 
2018/5/16, 1, 14, 27, 14, 
2018/5/17, 2, 20, 41, 10, 
2018/5/18, 2, 18, 45, 7, 
2018/5/19, 2, 7, 38, 4, 
2018/5/20, 1, 9, 47, 7, 
2018/5/21, 1, 12, 49, 11, 
2018/5/22, 2, 8, 45, 9, 
2018/5/23, 1, 9, 47, 7, 
2018/5/24, 1, 13, 57, 13, 
2018/5/25, 2, 13, 57, 10, 
2018/5/26, 2, 13, 50, 6, 
2018/5/27, 1, 16, 47, 6, 
2018/5/28, 1, 11, 38, 6, 
2018/5/29, 1, 15, 46, 8, 
2018/5/30, 2, 13, 42, 8, 
2018/5/31, 1, 8, 44, 6, 
2018/6/1, 1, 7, 44, 8, 
2018/6/2, 1, 9, 48, 5, 
2018/6/3, 1, 12, 47, 7, 
2018/6/4, 2, 12, 55, 6, 
2018/6/5, 1, 13, 48, 5, 
2018/6/6, 1, 10, 41, 5, 
2018/6/7, 1, 12, 40, 8, 
2018/6/8, 2, 10, 46, 4, 
2018/6/9, 1, 9, 40, 4, 
2018/6/10, 1, 14, 27, 11, 
2018/6/11, 2, 9, 29, 8, 
2018/6/12, 1, 10, 25, 7, 
2018/6/13, 1, 14, 40, 7, 
2018/6/14, 1, 13, 46, 8, 
2018/6/15, 2, 16, 57, 8, 
2018/6/16, 2, 12, 33, 6, 
2018/6/17, 1, 14, 41, 6, 
2018/6/18, 1, 13, 45, 7, 
2018/6/19, 1, 15, 53, 9, 
2018/6/20, 2, 16, 44, 9, 
2018/6/21, 2, 15, 38, 6, 
2018/6/22, 1, 11, 42, 5, 
2018/6/23, 2, 10, 40, 4, 
2018/6/24, 1, 13, 36, 5, 
2018/6/25, 1, 10, 39, 7, 
2018/6/26, 1, 14, 43, 5, 
2018/6/27, 1, 15, 41, 4, 
2018/6/28, 1, 15, 43, 5, 
2018/6/29, 1, 19, 51, 6, 
2018/6/30, 2, 16, 55, 4, 
2018/1/8, 2, 18, 4, 12, 
2018/1/9, 3, 24, 4, 17, 
2018/1/10, 4, 18, 5, 20, 
2018/1/11, 4, 23, 4, 21, 1
2018/1/12, 5, 21, 8, 18, 
2018/1/13, 3, 19, 14, 12, 
2018/1/14, 2, 23, 12, 12, 
2018/1/15, 3, 22, 25, 13, 
2018/1/16, 2, 2, 30, 5, 
2018/1/17, 1, 3, 31, 5, 
2018/1/18, 1, 2, 28, 3, 
2018/1/19, 1, 3, 27, 7, 
2018/1/20, 1, 3, 30, 4, 
2018/1/21, 1, 2, 26, 7, 
2018/1/22, 1, 2, 22, 6, 
2018/1/23, 1, 7, 23, 15, 
2018/1/24, 2, 9, 15, 16, 
2018/1/25, 4, 11, 10, 21, 1
2018/1/26, 3, 12, 12, 22, 1
2018/1/27, 4, 14, 13, 13, 
2018/1/28, 2, 15, 17, 8, 
2018/1/29, 2, 13, 14, 14, 
2018/1/30, 2, 13, 16, 15, 
2018/1/31, 2, 13, 17, 10, 
2018/2/1, 2, 3, 26, 10, 
2018/2/2, 1, 8, 22, 11, 
2018/2/3, 1, 7, 17, 11, 
2018/2/4, 1, 9, 20, 12, 
2018/2/5, 2, 17, 13, 13, 
2018/2/6, 2, 27, 10, 14, 
2018/2/7, 3, 26, 1, 19, 
2018/2/8, 4, 37, 5, 20, 
2018/2/9, 5, 36, 10, 18, 
2018/2/10, 4, 17, 18, 15, 
2018/2/11, 2, 10, 23, 8, 
2018/2/12, 1, 5, 25, 11, 
2018/2/13, 1, 10, 24, 15, 
2018/2/14, 1, 15, 15, 25, 1
2018/2/15, 3, 15, 19, 23, 
2018/2/16, 3, 9, 25, 15, 
2018/2/17, 2, 11, 11, 14, 
2018/2/18, 2, 15, 19, 11, 
2018/2/19, 2, 29, 12, 17, 
2018/2/20, 3, 24, 21, 13, 
2018/2/21, 3, 31, 26, 11, 
2018/2/22, 4, 37, 22, 11, 
2018/2/23, 5, 31, 23, 11, 
2018/2/24, 4, 27, 30, 8, 
2018/2/25, 4, 18, 30, 5, 
2018/2/26, 3, 22, 27, 7, 
2018/2/27, 3, 27, 23, 11, 1
2018/2/28, 4, 36, 23, 14, 
2018/3/1, 5, 38, 19, 18, 
2018/3/2, 6, 47, 18, 22, 1
2018/3/3, 7, 29, 10, 24, 
2018/3/4, 5, 21, 17, 20, 
2018/3/5, 3, 13, 27, 19, 
2018/3/6, 2, 22, 25, 18, 
2018/3/7, 3, 6, 30, 9, 
2018/3/8, 1, 4, 30, 10, 
2018/3/9, 1, 9, 30, 14, 
2018/3/10, 2, 12, 18, 20, 
2018/3/11, 3, 16, 10, 19, 
2018/3/12, 3, 9, 31, 12, 
2018/3/13, 2, 3, 32, 5, 
2018/3/14, 1, 7, 31, 9, 
2018/3/15, 1, 15, 27, 15, 
2018/3/16, 2, 8, 29, 14, 
2018/3/17, 2, 13, 15, 15, 
2018/3/18, 2, 23, 20, 9, 
2018/3/19, 3, 33, 20, 12, 
2018/3/20, 4, 26, 33, 10, 
2018/3/21, 3, 15, 31, 10, 
2018/3/22, 1, 15, 27, 16, 
2018/3/23, 2, 13, 29, 11, 
2018/3/24, 1, 17, 34, 18, 
2018/3/25, 3, 25, 30, 14, 
2018/3/26, 2, 22, 33, 9, 
2018/3/27, 2, 5, 31, 7, 
2018/3/28, 1, 4, 32, 9, 
2018/3/29, 1, 8, 35, 12, 
2018/3/30, 2, 2, 37, 7, 
2018/3/31, 1, 4, 31, 6, 
2017/4/1, 2, 12, 39, 7, 
2017/4/2, 1, 19, 36, 11, 
2017/4/3, 2, 24, 37, 13, 
2017/4/4, 2, , , , 
2017/1/3, 3, 18, 6, 20, 
2017/1/4, 3, 11, 19, 12, 
2017/1/5, 1, 7, 16, 18, 
2017/1/6, 2, 12, 18, 16, 
2017/1/7, 2, 29, 8, 22, 
2017/1/8, 4, 26, 12, 21, 
2017/1/9, 3, 24, 20, 21, 1
2017/1/10, 4, 15, 20, 17, 
2017/1/11, 2, 11, 24, 12, 
2017/1/12, 2, 7, 23, 14, 
2017/1/13, 2, 4, 26, 8, 
2017/1/14, 1, 4, 26, 8, 
2017/1/15, 1, 6, 24, 8, 
2017/1/16, 1, 12, 20, 16, 
2017/1/17, 2, 12, 20, 11, 
2017/1/18, 2, 18, 21, 11, 
2017/1/19, 3, 30, 20, 12, 
2017/1/20, 4, 46, 11, 21, 
2017/1/21, 5, 49, 5, 27, 
2017/1/22, 6, 36, 7, 24, 
2017/1/23, 5, 46, 2, 35, 
2017/1/24, 6, 46, 22, 24, 
2017/1/25, 6, 56, 17, 24, 
2017/1/26, 8, 51, 8, 23, 
2017/1/27, 6, 52, 6, 28, 1
2017/1/28, 7, 51, 1, 37, 2
2017/1/29, 10, 37, 14, 32, 2
2017/1/30, 6, 22, 16, 31, 1
2017/1/31, 4, 9, 20, 17, 
2017/2/1, 2, 8, 13, 17, 
2017/2/2, 2, 16, 3, 22, 
2017/2/3, 4, 14, 27, 20, 
2017/2/4, 4, 11, 8, 18, 
2017/2/5, 2, 7, 20, 16, 
2017/2/6, 2, 11, 12, 20, 
2017/2/7, 2, 17, 14, 18, 
2017/2/8, 3, 25, 8, 19, 
2017/2/9, 4, 34, 9, 18, 
2017/2/10, 4, 43, 8, 19, 
2017/2/11, 5, 35, 11, 18, 
2017/2/12, 4, 29, 8, 13, 
2017/2/13, 4, 35, 12, 11, 
2017/2/14, 3, 46, 10, 18, 
2017/2/15, 5, 45, 3, 29, 1
2017/2/16, 7, 29, 12, 30, 1
2017/2/17, 4, 13, 17, 20, 
2017/2/18, 2, 16, 21, 18, 
2017/2/19, 2, 21, 22, 17, 
2017/2/20, 2, 18, 25, 16, 
2017/2/21, 2, 10, 21, 11, 
2017/2/22, 1, 7, 19, 8, 
2017/2/23, 1, 14, 29, 10, 
2017/2/24, 1, 8, 31, 8, 
2017/2/25, 1, 14, 21, 17, 
2017/2/26, 2, 13, 27, 19, 
2017/2/27, 2, 22, 23, 25, 1
2017/2/28, 3, 6, 35, 10, 
2017/3/1, 1, 3, 34, 5, 
2017/3/2, 1, 5, 31, 10, 
2017/3/3, 1, 17, 11, 28, 
2017/3/4, 3, 13, 32, 18, 
2017/3/5, 3, 2, 34, 4, 
2017/3/6, 1, 5, 34, 10, 
2017/3/7, 1, 5, 27, 8, 
2017/3/8, 1, 9, 22, 12, 
2017/3/9, 1, 4, 20, 10, 
2017/3/10, 1, 8, 29, 16, 
2017/3/11, 1, 14, 22, 21, 
2017/3/12, 2, 15, 23, 17, 
2017/3/13, 2, 20, 21, 19, 
2017/3/14, 2, 24, 26, 26, 1
2017/3/15, 3, 32, 27, 25, 1
2017/3/16, 3, 36, 26, 21, 
2017/3/17, 3, 31, 37, 17, 
2017/3/18, 3, 15, 32, 6, 
2017/3/19, 1, 4, 24, 5, 
2017/3/20, 1, 9, 19, 12, 
2017/3/21, 1, 7, 27, 10, 
2017/3/22, 1, 9, 24, 13, 
2017/3/23, 1, 11, 24, 12, 
2017/3/24, 1, 27, 9, 11, 
2017/3/25, 2, 24, 12, 6, 
2017/3/26, 2, 20, 25, 18, 
2017/3/27, 2, 20, 39, 17, 
2017/3/28, 2, 21, 40, 18, 
2017/3/29, 2, 21, 39, 21, 
2017/3/30, 3, 25, 43, 21, 
2017/3/31, 3, 14, 41, 14, 
2016/10/1, 2, 4, 23, 6, 
2016/10/2, 1, 6, 26, 13, 
2016/10/3, 2, 8, 28, 11, 
2016/10/4, 1, 10, 22, 7, 
2016/10/5, 1, 8, 17, 7, 
2016/10/6, 1, 9, 11, 10, 
2016/10/7, 2, 11, 9, 11, 
2016/10/8, 2, 12, 15, 12, 
2016/10/9, 3, 11, 16, 12, 
2016/10/10, 2, 14, 19, 12, 
2016/10/11, 2, 17, 19, 12, 
2016/10/12, 2, 19, 9, 13, 
2016/10/13, 3, 21, 3, 14, 
2016/10/14, 4, 17, 13, 14, 
2016/10/15, 5, 16, 8, 13, 
2016/10/16, 4, 17, 8, 15, 
2016/10/17, 5, 9, 18, 12, 
2016/10/18, 2, 8, 19, 12, 
2016/10/19, 2, 8, 22, 13, 
2016/10/20, 2, 8, 20, 14, 
2016/10/21, 2, 16, 16, 17, 
2016/10/22, 3, 19, 4, 15, 
2016/10/23, 4, 19, 4, 17, 1
2016/10/24, 6, 13, 2, 23, 
2016/10/25, 5, 13, 9, 15, 
2016/10/26, 3, 19, 13, 17, 
2016/10/27, 4, 23, 4, 17, 
2016/10/28, 4, 19, 4, 16, 
2016/10/29, 4, 19, 13, 13, 
2016/10/31, 3, 21, 7, 14, 
2016/11/1, 3, 19, 6, 15, 
2016/11/2, 3, 20, 19, 14, 
2016/11/3, 3, 13, 21, 16, 
2016/11/4, 3, 21, 3, 21, 1
2016/11/5, 4, , , , 
2016/11/7, 1, 5, 20, 14, 
2016/11/8, 2, 15, 10, 18, 
2016/11/9, 3, 9, 20, 12, 
2016/11/10, 2, 2, 26, 7, 
2016/11/11, 1, 4, 23, 10, 
2016/11/12, 1, 11, 15, 12, 
2016/11/13, 2, 18, 7, 16, 1
2016/11/14, 4, 27, 6, 16, 
2016/11/15, 3, 20, 11, 16, 
2016/11/16, 2, 14, 8, 20, 
2016/11/17, 3, 10, 14, 16, 
2016/11/18, 2, 5, 19, 13, 
2016/11/19, 2, 4, 28, 10, 
2016/11/20, 1, 12, 10, 20, 1
2016/11/21, 4, 22, 1, 27, 1
2016/11/22, 7, 16, 7, 27, 1
2016/11/24, 7, 17, 1, 19, 1
2016/11/25, 6, 17, 3, 13, 
2016/11/26, 4, 22, 3, 13, 
2016/11/27, 4, 19, 10, 12, 
2016/11/28, 3, 10, 21, 8, 
2016/11/29, 1, 14, 16, 16, 
2016/11/30, 3, 32, 3, 25, 1
2016/12/1, 6, 37, 2, 30, 2
2016/12/2, 9, 29, 5, 31, 2
2016/12/3, 8, 20, 13, 16, 
2016/12/4, 4, 24, 8, 16, 
2016/12/5, 4, 34, 3, 19, 
2016/12/6, 4, 34, 2, 22, 1
2016/12/7, 6, 25, 1, 24, 
2016/12/8, 5, 27, 3, 27, 1
2016/12/9, 6, 34, 2, 31, 2
2016/12/10, 9, 29, 2, 29, 2
2016/12/11, 9, 24, 1, 26, 2
2016/12/12, 7, 26, 3, 27, 2
2016/12/13, 6, 30, 1, 24, 1
2016/12/14, 6, 40, 1, 29, 1
2016/12/15, 9, 30, 1, 26, 1
2016/12/16, 7, 20, 1, 23, 
2016/12/17, 5, 29, 2, 24, 1
2016/12/18, 6, 25, 3, 20, 1
2016/12/19, 4, 20, 5, 17, 
2016/12/20, 3, 26, 3, 19, 1
2016/12/21, 5, 37, 1, 24, 1
2016/12/22, 7, 23, 2, 21, 
2016/12/23, 5, 18, , 19, 1
2016/12/24, 5, , , , 
2016/12/27, 2, 9, 15, 19, 
2016/12/28, 2, 16, 9, 23, 1
2016/12/29, 4, 23, 11, 16, 
2016/12/30, 3, 32, 4, 19, 
2016/12/31, 4, , , , 
2016/7/1, 2, 12, 20, 9, 
2016/7/2, 2, 9, 33, 4, 
2016/7/3, 1, 13, 37, 11, 
2016/7/4, 2, 12, 33, 9, 
2016/7/5, 2, 13, 39, 8, 
2016/7/6, 2, 16, 52, 9, 
2016/7/7, 2, 22, 57, 15, 
2016/7/8, 3, 51, 42, 10, 
2016/7/9, 4, 28, 49, 8, 
2016/7/10, 2, 23, 42, 8, 
2016/7/11, 2, 9, 20, 8, 
2016/7/12, 1, 7, 22, 7, 
2016/7/13, 1, 7, 26, 6, 
2016/7/14, 1, 11, 26, 10, 
2016/7/15, 2, 14, 42, 9, 
2016/7/16, 2, 16, 22, 13, 
2016/7/17, 3, 12, 39, 11, 
2016/7/18, 2, 15, 46, 11, 
2016/7/19, 2, 21, 59, 15, 
2016/7/20, 3, 30, 40, 9, 
2016/7/21, 2, 19, 33, 9, 
2016/7/22, 2, 11, 40, 7, 
2016/7/23, 1, 11, 43, 4, 
2016/7/24, 1, 13, 40, 8, 
2016/7/25, 2, 14, 52, 6, 
2016/7/26, 2, 12, 38, 6, 
2016/7/27, 1, 14, 40, 6, 
2016/7/28, 2, 12, 36, 5, 
2016/7/29, 1, 14, 41, 5, 
2016/7/30, 2, 9, 44, 4, 
2016/7/31, 1, 12, 40, 5, 
2016/8/1, 1, 26, 36, 9, 
2016/8/2, 3, 13, 41, 8, 
2016/8/3, 2, 17, 37, 11, 
2016/8/4, 2, 4, 25, 4, 
2016/8/5, 1, 8, 36, 5, 
2016/8/6, 1, 9, 40, 6, 
2016/8/7, 2, 12, 41, 10, 
2016/8/8, 2, 10, 24, 7, 
2016/8/9, 1, 9, 29, 5, 
2016/8/10, 1, 8, 36, 7, 
2016/8/11, 1, 8, 30, 5, 
2016/8/12, 1, 11, 32, 9, 
2016/8/13, 2, 14, 43, 12, 
2016/8/14, 3, 18, 47, 11, 
2016/8/15, 3, 19, 48, 11, 
2016/8/16, 3, 10, 41, 7, 
2016/8/17, 2, 11, 33, 11, 
2016/8/18, 2, 10, 34, 7, 
2016/8/19, 2, 11, 27, 10, 
2016/8/20, 2, 6, 28, 3, 
2016/8/21, 1, 9, 34, 10, 
2016/8/22, 2, 9, 34, 10, 
2016/8/23, 2, 11, 41, 11, 
2016/8/24, 3, 18, 53, 14, 
2016/8/25, 3, 29, 59, 18, 
2016/8/26, 5, 20, 57, 15, 
2016/8/27, 4, 14, 50, 5, 
2016/8/28, 2, 13, 30, 8, 
2016/8/29, 2, 14, 40, 7, 
2016/8/30, 2, 19, 49, 9, 
2016/8/31, 3, 14, 50, 10, 
2016/9/1, 2, 22, 52, 17, 
2016/9/2, 3, 21, 46, 14, 
2016/9/3, 3, 22, 35, 10, 
2016/9/4, 3, 4, 24, 8, 
2016/9/5, 1, 9, 34, 7, 
2016/9/6, 2, 12, 29, 12, 
2016/9/7, 3, 17, 46, 14, 
2016/9/8, 3, 20, 47, 17, 
2016/9/9, 4, 20, 56, 16, 
2016/9/10, 4, 15, 62, 7, 
2016/9/11, 3, 23, 46, 13, 
2016/9/12, 4, 25, 42, 15, 
2016/9/13, 4, 33, 50, 17, 
2016/9/14, 5, 21, 31, 12, 
2016/9/15, 3, 9, 26, 9, 
2016/9/16, 2, 5, 23, 5, 
2016/9/17, 1, 4, 16, 4, 
2016/9/18, 1, 13, 21, 11, 
2016/9/19, 2, 19, 22, 10, 
2016/9/20, 2, 26, 25, 11, 
2016/9/21, 3, 27, 19, 17, 
2016/9/22, 4, 25, 32, 18, 
2016/9/23, 5, 24, 29, 17, 
2016/9/24, 4, 21, 34, 14, 
2016/9/25, 4, 19, 34, 15, 
2016/9/26, 4, 20, 28, 15, 
2016/9/27, 3, 22, 30, 19, 
2016/9/28, 4, 16, 36, 13, 
